field_name,code_value,mapped_value
sic_code,3469,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3466,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3465,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3463,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3462,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3452,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3451,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3450,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3449,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3448,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3446,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3444,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3443,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3442,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3441,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3440,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3433,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3432,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3431,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3429,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3425,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3423,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3421,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3412,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3411,"Fabricated Metal Prdcts, Except Machinery & Transport Eqpmnt"
sic_code,3399,Primary Metal Industries
sic_code,3398,Primary Metal Industries
sic_code,3369,Primary Metal Industries
sic_code,3366,Primary Metal Industries
sic_code,3365,Primary Metal Industries
sic_code,3364,Primary Metal Industries
sic_code,3363,Primary Metal Industries
sic_code,3360,Primary Metal Industries
sic_code,3357,Primary Metal Industries
sic_code,3356,Primary Metal Industries
sic_code,3355,Primary Metal Industries
sic_code,3354,Primary Metal Industries
sic_code,3353,Primary Metal Industries
sic_code,3351,Primary Metal Industries
sic_code,3350,Primary Metal Industries
sic_code,3341,Primary Metal Industries
sic_code,3339,Primary Metal Industries
sic_code,3334,Primary Metal Industries
sic_code,3331,Primary Metal Industries
sic_code,3325,Primary Metal Industries
sic_code,3324,Primary Metal Industries
sic_code,3322,Primary Metal Industries
sic_code,3321,Primary Metal Industries
sic_code,3317,Primary Metal Industries
sic_code,3316,Primary Metal Industries
sic_code,3315,Primary Metal Industries
sic_code,3313,Primary Metal Industries
sic_code,3312,Primary Metal Industries
sic_code,3299,"Stone, Clay, Glass, and Concrete Products"
sic_code,3297,"Stone, Clay, Glass, and Concrete Products"
sic_code,3296,"Stone, Clay, Glass, and Concrete Products"
sic_code,3295,"Stone, Clay, Glass, and Concrete Products"
sic_code,3292,"Stone, Clay, Glass, and Concrete Products"
sic_code,3291,"Stone, Clay, Glass, and Concrete Products"
sic_code,3281,"Stone, Clay, Glass, and Concrete Products"
sic_code,3275,"Stone, Clay, Glass, and Concrete Products"
sic_code,3274,"Stone, Clay, Glass, and Concrete Products"
sic_code,3273,"Stone, Clay, Glass, and Concrete Products"
sic_code,3272,"Stone, Clay, Glass, and Concrete Products"
sic_code,3271,"Stone, Clay, Glass, and Concrete Products"
sic_code,3269,"Stone, Clay, Glass, and Concrete Products"
sic_code,3264,"Stone, Clay, Glass, and Concrete Products"
sic_code,3263,"Stone, Clay, Glass, and Concrete Products"
sic_code,3262,"Stone, Clay, Glass, and Concrete Products"
sic_code,3261,"Stone, Clay, Glass, and Concrete Products"
sic_code,3259,"Stone, Clay, Glass, and Concrete Products"
sic_code,3255,"Stone, Clay, Glass, and Concrete Products"
sic_code,3253,"Stone, Clay, Glass, and Concrete Products"
sic_code,3251,"Stone, Clay, Glass, and Concrete Products"
sic_code,3241,"Stone, Clay, Glass, and Concrete Products"
sic_code,3240,"Stone, Clay, Glass, and Concrete Products"
sic_code,3231,"Stone, Clay, Glass, and Concrete Products"
sic_code,3229,"Stone, Clay, Glass, and Concrete Products"
sic_code,3221,"Stone, Clay, Glass, and Concrete Products"
sic_code,3211,"Stone, Clay, Glass, and Concrete Products"
sic_code,3199,Leather and Leather Products
sic_code,3172,Leather and Leather Products
sic_code,3171,Leather and Leather Products
sic_code,3161,Leather and Leather Products
sic_code,3151,Leather and Leather Products
sic_code,3149,Leather and Leather Products
sic_code,3144,Leather and Leather Products
sic_code,3143,Leather and Leather Products
sic_code,3142,Leather and Leather Products
sic_code,3131,Leather and Leather Products
sic_code,3111,Leather and Leather Products
sic_code,3089,Rubber and Miscellaneous Plastic Products
sic_code,3088,Rubber and Miscellaneous Plastic Products
sic_code,3087,Rubber and Miscellaneous Plastic Products
sic_code,3086,Rubber and Miscellaneous Plastic Products
sic_code,3085,Rubber and Miscellaneous Plastic Products
sic_code,3084,Rubber and Miscellaneous Plastic Products
sic_code,3083,Rubber and Miscellaneous Plastic Products
sic_code,3082,Rubber and Miscellaneous Plastic Products
sic_code,3081,Rubber and Miscellaneous Plastic Products
sic_code,3069,Rubber and Miscellaneous Plastic Products
sic_code,3061,Rubber and Miscellaneous Plastic Products
sic_code,3053,Rubber and Miscellaneous Plastic Products
sic_code,3052,Rubber and Miscellaneous Plastic Products
sic_code,3021,Rubber and Miscellaneous Plastic Products
sic_code,3011,Rubber and Miscellaneous Plastic Products
sic_code,2999,Petroleum Refining and Related Industries
sic_code,2992,Petroleum Refining and Related Industries
sic_code,2952,Petroleum Refining and Related Industries
sic_code,2951,Petroleum Refining and Related Industries
sic_code,2911,Petroleum Refining and Related Industries
sic_code,2899,Chemicals and Allied Products
sic_code,2895,Chemicals and Allied Products
sic_code,2893,Chemicals and Allied Products
sic_code,2892,Chemicals and Allied Products
sic_code,2891,Chemicals and Allied Products
sic_code,2879,Chemicals and Allied Products
sic_code,2875,Chemicals and Allied Products
sic_code,2874,Chemicals and Allied Products
sic_code,2873,Chemicals and Allied Products
sic_code,2869,Chemicals and Allied Products
sic_code,2865,Chemicals and Allied Products
sic_code,2861,Chemicals and Allied Products
sic_code,2851,Chemicals and Allied Products
sic_code,2844,Chemicals and Allied Products
sic_code,2843,Chemicals and Allied Products
sic_code,2842,Chemicals and Allied Products
sic_code,2841,Chemicals and Allied Products
sic_code,2836,Chemicals and Allied Products
sic_code,2835,Chemicals and Allied Products
sic_code,2834,Chemicals and Allied Products
sic_code,2833,Chemicals and Allied Products
sic_code,2824,Chemicals and Allied Products
sic_code,2823,Chemicals and Allied Products
sic_code,2822,Chemicals and Allied Products
sic_code,2821,Chemicals and Allied Products
sic_code,2819,Chemicals and Allied Products
sic_code,2816,Chemicals and Allied Products
sic_code,2813,Chemicals and Allied Products
sic_code,2812,Chemicals and Allied Products
sic_code,2796,"Printing, Publishing and Allied Industries"
sic_code,2791,"Printing, Publishing and Allied Industries"
sic_code,2789,"Printing, Publishing and Allied Industries"
sic_code,2782,"Printing, Publishing and Allied Industries"
sic_code,2771,"Printing, Publishing and Allied Industries"
sic_code,2761,"Printing, Publishing and Allied Industries"
sic_code,2759,"Printing, Publishing and Allied Industries"
sic_code,2754,"Printing, Publishing and Allied Industries"
sic_code,2752,"Printing, Publishing and Allied Industries"
sic_code,2741,"Printing, Publishing and Allied Industries"
sic_code,2732,"Printing, Publishing and Allied Industries"
sic_code,2731,"Printing, Publishing and Allied Industries"
sic_code,2721,"Printing, Publishing and Allied Industries"
sic_code,2711,"Printing, Publishing and Allied Industries"
sic_code,2679,Paper and Allied Products
sic_code,2678,Paper and Allied Products
sic_code,2677,Paper and Allied Products
sic_code,2676,Paper and Allied Products
sic_code,2675,Paper and Allied Products
sic_code,2674,Paper and Allied Products
sic_code,2673,Paper and Allied Products
sic_code,2672,Paper and Allied Products
sic_code,2671,Paper and Allied Products
sic_code,2657,Paper and Allied Products
sic_code,2656,Paper and Allied Products
sic_code,2655,Paper and Allied Products
sic_code,2653,Paper and Allied Products
sic_code,2652,Paper and Allied Products
sic_code,2631,Paper and Allied Products
sic_code,2621,Paper and Allied Products
sic_code,2611,Paper and Allied Products
sic_code,2599,Furniture and Fixtures
sic_code,2591,Furniture and Fixtures
sic_code,2542,Furniture and Fixtures
sic_code,2541,Furniture and Fixtures
sic_code,2531,Furniture and Fixtures
sic_code,2522,Furniture and Fixtures
sic_code,2521,Furniture and Fixtures
sic_code,2519,Furniture and Fixtures
sic_code,2517,Furniture and Fixtures
sic_code,2515,Furniture and Fixtures
sic_code,2514,Furniture and Fixtures
sic_code,2512,Furniture and Fixtures
sic_code,2511,Furniture and Fixtures
sic_code,2499,"Lumber and Wood Products, Except Furniture"
sic_code,2493,"Lumber and Wood Products, Except Furniture"
sic_code,2491,"Lumber and Wood Products, Except Furniture"
sic_code,2452,"Lumber and Wood Products, Except Furniture"
sic_code,2451,"Lumber and Wood Products, Except Furniture"
sic_code,2449,"Lumber and Wood Products, Except Furniture"
sic_code,2448,"Lumber and Wood Products, Except Furniture"
sic_code,2441,"Lumber and Wood Products, Except Furniture"
sic_code,2439,"Lumber and Wood Products, Except Furniture"
sic_code,2436,"Lumber and Wood Products, Except Furniture"
sic_code,2435,"Lumber and Wood Products, Except Furniture"
sic_code,2434,"Lumber and Wood Products, Except Furniture"
sic_code,2431,"Lumber and Wood Products, Except Furniture"
sic_code,2429,"Lumber and Wood Products, Except Furniture"
sic_code,2426,"Lumber and Wood Products, Except Furniture"
sic_code,2421,"Lumber and Wood Products, Except Furniture"
sic_code,2411,"Lumber and Wood Products, Except Furniture"
sic_code,2399,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2397,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2396,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2395,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2394,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2393,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2392,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2391,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2389,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2387,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2386,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2385,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2384,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2381,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2371,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2369,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2361,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2353,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2342,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2341,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2339,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2337,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2335,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2331,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2329,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2326,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2325,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2323,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2322,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2321,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2311,"Apparel, Finished Prdcts from Fabrics & Similar Materials"
sic_code,2299,Textile Mill Products
sic_code,2298,Textile Mill Products
sic_code,2297,Textile Mill Products
sic_code,2296,Textile Mill Products
sic_code,2295,Textile Mill Products
sic_code,2284,Textile Mill Products
sic_code,2282,Textile Mill Products
sic_code,2281,Textile Mill Products
sic_code,2273,Textile Mill Products
sic_code,2269,Textile Mill Products
sic_code,2262,Textile Mill Products
sic_code,2261,Textile Mill Products
sic_code,2259,Textile Mill Products
sic_code,2258,Textile Mill Products
sic_code,2257,Textile Mill Products
sic_code,2254,Textile Mill Products
sic_code,2253,Textile Mill Products
sic_code,2252,Textile Mill Products
sic_code,2251,Textile Mill Products
sic_code,2241,Textile Mill Products
sic_code,2231,Textile Mill Products
sic_code,2221,Textile Mill Products
sic_code,2211,Textile Mill Products
sic_code,2141,Tobacco Products
sic_code,2131,Tobacco Products
sic_code,2121,Tobacco Products
sic_code,2111,Tobacco Products
sic_code,2099,Food and Kindred Products
sic_code,2098,Food and Kindred Products
sic_code,2097,Food and Kindred Products
sic_code,2096,Food and Kindred Products
sic_code,2095,Food and Kindred Products
sic_code,2092,Food and Kindred Products
sic_code,2091,Food and Kindred Products
sic_code,2087,Food and Kindred Products
sic_code,2086,Food and Kindred Products
sic_code,2085,Food and Kindred Products
sic_code,2084,Food and Kindred Products
sic_code,2083,Food and Kindred Products
sic_code,2082,Food and Kindred Products
sic_code,2079,Food and Kindred Products
sic_code,2077,Food and Kindred Products
sic_code,2076,Food and Kindred Products
sic_code,2075,Food and Kindred Products
sic_code,2074,Food and Kindred Products
sic_code,2068,Food and Kindred Products
sic_code,2067,Food and Kindred Products
sic_code,2066,Food and Kindred Products
sic_code,2064,Food and Kindred Products
sic_code,2063,Food and Kindred Products
sic_code,2062,Food and Kindred Products
sic_code,2061,Food and Kindred Products
sic_code,2053,Food and Kindred Products
sic_code,2052,Food and Kindred Products
sic_code,2051,Food and Kindred Products
sic_code,2048,Food and Kindred Products
sic_code,2047,Food and Kindred Products
sic_code,2046,Food and Kindred Products
sic_code,2045,Food and Kindred Products
sic_code,2044,Food and Kindred Products
sic_code,2043,Food and Kindred Products
sic_code,2041,Food and Kindred Products
sic_code,2038,Food and Kindred Products
sic_code,2037,Food and Kindred Products
sic_code,2035,Food and Kindred Products
sic_code,2034,Food and Kindred Products
sic_code,2033,Food and Kindred Products
sic_code,2032,Food and Kindred Products
sic_code,2026,Food and Kindred Products
sic_code,2024,Food and Kindred Products
sic_code,2023,Food and Kindred Products
sic_code,2022,Food and Kindred Products
sic_code,2021,Food and Kindred Products
sic_code,2015,Food and Kindred Products
sic_code,2013,Food and Kindred Products
sic_code,2011,Food and Kindred Products
sic_code,1799,Construction - Special Trade Contractors
sic_code,1796,Construction - Special Trade Contractors
sic_code,1795,Construction - Special Trade Contractors
sic_code,1794,Construction - Special Trade Contractors
sic_code,1793,Construction - Special Trade Contractors
sic_code,1791,Construction - Special Trade Contractors
sic_code,1781,Construction - Special Trade Contractors
sic_code,1771,Construction - Special Trade Contractors
sic_code,1761,Construction - Special Trade Contractors
sic_code,1752,Construction - Special Trade Contractors
sic_code,1751,Construction - Special Trade Contractors
sic_code,1743,Construction - Special Trade Contractors
sic_code,1742,Construction - Special Trade Contractors
sic_code,1741,Construction - Special Trade Contractors
sic_code,1731,Construction - Special Trade Contractors
sic_code,1730,Construction - Special Trade Contractors
sic_code,1721,Construction - Special Trade Contractors
sic_code,1711,Construction - Special Trade Contractors
sic_code,1710,Construction - Special Trade Contractors
sic_code,1629,"Heavy Cnstrctn, Except Building Construction - Contractors"
sic_code,1623,"Heavy Cnstrctn, Except Building Construction - Contractors"
sic_code,1622,"Heavy Cnstrctn, Except Building Construction - Contractors"
sic_code,1620,"Heavy Cnstrctn, Except Building Construction - Contractors"
sic_code,1611,"Heavy Cnstrctn, Except Building Construction - Contractors"
sic_code,1542,Building Cnstrctn - General Contractors & Operative Builders
sic_code,1541,Building Cnstrctn - General Contractors & Operative Builders
sic_code,1540,Building Cnstrctn - General Contractors & Operative Builders
sic_code,1531,Building Cnstrctn - General Contractors & Operative Builders
sic_code,1522,Building Cnstrctn - General Contractors & Operative Builders
sic_code,1521,Building Cnstrctn - General Contractors & Operative Builders
sic_code,1520,Building Cnstrctn - General Contractors & Operative Builders
sic_code,1499,"Mining and Quarrying of Nonmetallic Minerals, Except Fuels"
sic_code,1481,"Mining and Quarrying of Nonmetallic Minerals, Except Fuels"
sic_code,1479,"Mining and Quarrying of Nonmetallic Minerals, Except Fuels"
sic_code,1475,"Mining and Quarrying of Nonmetallic Minerals, Except Fuels"
sic_code,1474,"Mining and Quarrying of Nonmetallic Minerals, Except Fuels"
sic_code,1459,"Mining and Quarrying of Nonmetallic Minerals, Except Fuels"
sic_code,1455,"Mining and Quarrying of Nonmetallic Minerals, Except Fuels"
sic_code,1446,"Mining and Quarrying of Nonmetallic Minerals, Except Fuels"
sic_code,1442,"Mining and Quarrying of Nonmetallic Minerals, Except Fuels"
sic_code,1429,"Mining and Quarrying of Nonmetallic Minerals, Except Fuels"
sic_code,1423,"Mining and Quarrying of Nonmetallic Minerals, Except Fuels"
sic_code,1422,"Mining and Quarrying of Nonmetallic Minerals, Except Fuels"
sic_code,1411,"Mining and Quarrying of Nonmetallic Minerals, Except Fuels"
sic_code,1400,"Mining and Quarrying of Nonmetallic Minerals, Except Fuels"
sic_code,1389,Oil and Gas Extraction
sic_code,1382,Oil and Gas Extraction
sic_code,1381,Oil and Gas Extraction
sic_code,1321,Oil and Gas Extraction
sic_code,1311,Oil and Gas Extraction
sic_code,1241,Coal Mining
sic_code,1231,Coal Mining
sic_code,1222,Coal Mining
sic_code,1221,Coal Mining
sic_code,1099,Metal Mining
sic_code,1094,Metal Mining
sic_code,1081,Metal Mining
sic_code,1061,Metal Mining
sic_code,1044,Metal Mining
sic_code,1041,Metal Mining
sic_code,1031,Metal Mining
sic_code,1021,Metal Mining
sic_code,1011,Metal Mining
sic_code,971,"Fishing, Hunting and Trapping"
sic_code,921,"Fishing, Hunting and Trapping"
sic_code,919,"Fishing, Hunting and Trapping"
sic_code,913,"Fishing, Hunting and Trapping"
sic_code,912,"Fishing, Hunting and Trapping"
sic_code,851,Forestry
sic_code,831,Forestry
sic_code,811,Forestry
sic_code,783,Agricultural Services
sic_code,782,Agricultural Services
sic_code,781,Agricultural Services
sic_code,762,Agricultural Services
sic_code,761,Agricultural Services
sic_code,752,Agricultural Services
sic_code,751,Agricultural Services
sic_code,742,Agricultural Services
sic_code,741,Agricultural Services
sic_code,724,Agricultural Services
sic_code,723,Agricultural Services
sic_code,722,Agricultural Services
sic_code,721,Agricultural Services
sic_code,711,Agricultural Services
sic_code,291,Agricultural Production - Livestock and Animal Specialties
sic_code,279,Agricultural Production - Livestock and Animal Specialties
sic_code,273,Agricultural Production - Livestock and Animal Specialties
sic_code,272,Agricultural Production - Livestock and Animal Specialties
sic_code,271,Agricultural Production - Livestock and Animal Specialties
sic_code,259,Agricultural Production - Livestock and Animal Specialties
sic_code,254,Agricultural Production - Livestock and Animal Specialties
sic_code,253,Agricultural Production - Livestock and Animal Specialties
sic_code,252,Agricultural Production - Livestock and Animal Specialties
sic_code,251,Agricultural Production - Livestock and Animal Specialties
sic_code,241,Agricultural Production - Livestock and Animal Specialties
sic_code,219,Agricultural Production - Livestock and Animal Specialties
sic_code,214,Agricultural Production - Livestock and Animal Specialties
sic_code,213,Agricultural Production - Livestock and Animal Specialties
sic_code,212,Agricultural Production - Livestock and Animal Specialties
sic_code,211,Agricultural Production - Livestock and Animal Specialties
sic_code,191,Agricultural Production - Crops
sic_code,190,Agricultural Production - Crops
sic_code,182,Agricultural Production - Crops
sic_code,181,Agricultural Production - Crops
sic_code,179,Agricultural Production - Crops
sic_code,175,Agricultural Production - Crops
sic_code,174,Agricultural Production - Crops
sic_code,173,Agricultural Production - Crops
sic_code,172,Agricultural Production - Crops
sic_code,171,Agricultural Production - Crops
sic_code,161,Agricultural Production - Crops
sic_code,139,Agricultural Production - Crops
sic_code,134,Agricultural Production - Crops
sic_code,133,Agricultural Production - Crops
sic_code,132,Agricultural Production - Crops
sic_code,131,Agricultural Production - Crops
sic_code,130,Agricultural Production - Crops
sic_code,119,Agricultural Production - Crops
sic_code,116,Agricultural Production - Crops
sic_code,115,Agricultural Production - Crops
sic_code,112,Agricultural Production - Crops
sic_code,111,Agricultural Production - Crops
sic_code,-1,___Multiple_Or_Missing___
